Monitoraggio ID,KPI,Valore (PV) (€),Data rilevazione,Stato dell'Attività,Actual Cost,Attività,Peso Relativo WP,Budget Attività (€),Peso Attività (%),Planned Start,Planned Finish,Giorni per Attività,Giorni trascorsi,Percentuale completa (%),Stato dell'attività (%),Work Package,Programma,Progetto
"Actual Cost (13/11/2023) ""15.1.1 Define needs of research, industry, and government""",Actual Cost,3000,13/11/2023,,3000,"""15.1.1 Define needs of research, industry, and government""","1,00",18750,"0,42",1/11/2023,23/2/2024,114,12,0.11,,15.1 Produce high-quality environmental data,5 CoastPredict,15. Coastal Ocean Resource Environment
Planned Value (13/11/2023) 15.1.2 Integrate needs to existing model,Planned Value,3671,13/11/2023,,,15.1.2 Integrate needs to existing model,"1,00",11250,"0,25",12/9/2023,20/3/2024,190,62,0.33,,15.1 Produce high-quality environmental data,5 CoastPredict,15. Coastal Ocean Resource Environment
Earned Value (13/11/2023) 15.1.2 Integrate needs to existing model,Earned Value,2813,13/11/2023,Appena iniziata,,15.1.2 Integrate needs to existing model,"1,00",11250,"0,25",12/9/2023,20/3/2024,190,62,0.33,0.25,15.1 Produce high-quality environmental data,5 CoastPredict,15. Coastal Ocean Resource Environment
Actual Cost (13/11/2023) 15.1.2 Integrate needs to existing model,Actual Cost,6000,13/11/2023,,6000,15.1.2 Integrate needs to existing model,"1,00",11250,"0,25",12/9/2023,20/3/2024,190,62,0.33,,15.1 Produce high-quality environmental data,5 CoastPredict,15. Coastal Ocean Resource Environment
Planned Value (13/11/2023) 15.1.3 Deploy new platform,Planned Value,4279,13/11/2023,,,15.1.3 Deploy new platform,"1,00",15000,"0,33",14/8/2023,28/6/2024,319,91,0.29,,15.1 Produce high-quality environmental data,5 CoastPredict,15. Coastal Ocean Resource Environment
Earned Value (13/11/2023) 15.1.3 Deploy new platform,Earned Value,3750,13/11/2023,Appena iniziata,,15.1.3 Deploy new platform,"1,00",15000,"0,33",14/8/2023,28/6/2024,319,91,0.29,0.25,15.1 Produce high-quality environmental data,5 CoastPredict,15. Coastal Ocean Resource Environment
Actual Cost (13/11/2023) 15.1.3 Deploy new platform,Actual Cost,3500,13/11/2023,,3500,15.1.3 Deploy new platform,"1,00",15000,"0,33",14/8/2023,28/6/2024,319,91,0.29,,15.1 Produce high-quality environmental data,5 CoastPredict,15. Coastal Ocean Resource Environment
"Planned Value (20/11/2023) ""15.1.1 Define needs of research, industry, and government""",Planned Value,3125,20/11/2023,,,"""15.1.1 Define needs of research, industry, and government""","1,00",18750,"0,42",1/11/2023,23/2/2024,114,19,0.17,,15.1 Produce high-quality environmental data,5 CoastPredict,15. Coastal Ocean Resource Environment
"Earned Value (20/11/2023) ""15.1.1 Define needs of research, industry, and government""",Earned Value,0,20/11/2023,Da iniziare,,"""15.1.1 Define needs of research, industry, and government""","1,00",18750,"0,42",1/11/2023,23/2/2024,114,19,0.17,0.00,15.1 Produce high-quality environmental data,5 CoastPredict,15. Coastal Ocean Resource Environment
"Actual Cost (20/11/2023) ""15.1.1 Define needs of research, industry, and government""",Actual Cost,3000,20/11/2023,,3000,"""15.1.1 Define needs of research, industry, and government""","1,00",18750,"0,42",1/11/2023,23/2/2024,114,19,0.17,,15.1 Produce high-quality environmental data,5 CoastPredict,15. Coastal Ocean Resource Environment
Planned Value (20/11/2023) 15.1.2 Integrate needs to existing model,Planned Value,4086,20/11/2023,,,15.1.2 Integrate needs to existing model,"1,00",11250,"0,25",12/9/2023,20/3/2024,190,69,0.36,,15.1 Produce high-quality environmental data,5 CoastPredict,15. Coastal Ocean Resource Environment
Earned Value (20/11/2023) 15.1.2 Integrate needs to existing model,Earned Value,2813,20/11/2023,Appena iniziata,,15.1.2 Integrate needs to existing model,"1,00",11250,"0,25",12/9/2023,20/3/2024,190,69,0.36,0.25,15.1 Produce high-quality environmental data,5 CoastPredict,15. Coastal Ocean Resource Environment
Actual Cost (20/11/2023) 15.1.2 Integrate needs to existing model,Actual Cost,6500,20/11/2023,,6500,15.1.2 Integrate needs to existing model,"1,00",11250,"0,25",12/9/2023,20/3/2024,190,69,0.36,,15.1 Produce high-quality environmental data,5 CoastPredict,15. Coastal Ocean Resource Environment
Planned Value (20/11/2023) 15.1.3 Deploy new platform,Planned Value,4608,20/11/2023,,,15.1.3 Deploy new platform,"1,00",15000,"0,33",14/8/2023,28/6/2024,319,98,0.31,,15.1 Produce high-quality environmental data,5 CoastPredict,15. Coastal Ocean Resource Environment
Earned Value (20/11/2023) 15.1.3 Deploy new platform,Earned Value,3750,20/11/2023,Appena iniziata,,15.1.3 Deploy new platform,"1,00",15000,"0,33",14/8/2023,28/6/2024,319,98,0.31,0.25,15.1 Produce high-quality environmental data,5 CoastPredict,15. Coastal Ocean Resource Environment
Actual Cost (20/11/2023) 15.1.3 Deploy new platform,Actual Cost,3500,20/11/2023,,3500,15.1.3 Deploy new platform,"1,00",15000,"0,33",14/8/2023,28/6/2024,319,98,0.31,,15.1 Produce high-quality environmental data,5 CoastPredict,15. Coastal Ocean Resource Environment
"Planned Value (27/11/2023) ""15.1.1 Define needs of research, industry, and government""",Planned Value,4276,27/11/2023,,,"""15.1.1 Define needs of research, industry, and government""","1,00",18750,"0,42",1/11/2023,23/2/2024,114,26,0.23,,15.1 Produce high-quality environmental data,5 CoastPredict,15. Coastal Ocean Resource Environment
"Earned Value (27/11/2023) ""15.1.1 Define needs of research, industry, and government""",Earned Value,4688,27/11/2023,Appena iniziata,,"""15.1.1 Define needs of research, industry, and government""","1,00",18750,"0,42",1/11/2023,23/2/2024,114,26,0.23,0.25,15.1 Produce high-quality environmental data,5 CoastPredict,15. Coastal Ocean Resource Environment
"Actual Cost (27/11/2023) ""15.1.1 Define needs of research, industry, and government""",Actual Cost,4700,27/11/2023,,4700,"""15.1.1 Define needs of research, industry, and government""","1,00",18750,"0,42",1/11/2023,23/2/2024,114,26,0.23,,15.1 Produce high-quality environmental data,5 CoastPredict,15. Coastal Ocean Resource Environment
Planned Value (27/11/2023) 15.1.2 Integrate needs to existing model,Planned Value,4500,27/11/2023,,,15.1.2 Integrate needs to existing model,"1,00",11250,"0,25",12/9/2023,20/3/2024,190,76,0.40,,15.1 Produce high-quality environmental data,5 CoastPredict,15. Coastal Ocean Resource Environment
Earned Value (27/11/2023) 15.1.2 Integrate needs to existing model,Earned Value,5625,27/11/2023,A metà,,15.1.2 Integrate needs to existing model,"1,00",11250,"0,25",12/9/2023,20/3/2024,190,76,0.40,0.50,15.1 Produce high-quality environmental data,5 CoastPredict,15. Coastal Ocean Resource Environment
Actual Cost (27/11/2023) 15.1.2 Integrate needs to existing model,Actual Cost,6500,27/11/2023,,6500,15.1.2 Integrate needs to existing model,"1,00",11250,"0,25",12/9/2023,20/3/2024,190,76,0.40,,15.1 Produce high-quality environmental data,5 CoastPredict,15. Coastal Ocean Resource Environment
Planned Value (27/11/2023) 15.1.3 Deploy new platform,Planned Value,4937,27/11/2023,,,15.1.3 Deploy new platform,"1,00",15000,"0,33",14/8/2023,28/6/2024,319,105,0.33,,15.1 Produce high-quality environmental data,5 CoastPredict,15. Coastal Ocean Resource Environment
Earned Value (27/11/2023) 15.1.3 Deploy new platform,Earned Value,7500,27/11/2023,A metà,,15.1.3 Deploy new platform,"1,00",15000,"0,33",14/8/2023,28/6/2024,319,105,0.33,0.50,15.1 Produce high-quality environmental data,5 CoastPredict,15. Coastal Ocean Resource Environment
Actual Cost (27/11/2023) 15.1.3 Deploy new platform,Actual Cost,7000,27/11/2023,,7000,15.1.3 Deploy new platform,"1,00",15000,"0,33",14/8/2023,28/6/2024,319,105,0.33,,15.1 Produce high-quality environmental data,5 CoastPredict,15. Coastal Ocean Resource Environment
Planned Value (13/11/2023) 16.1.1 Decide which countries to cover,Planned Value,752,13/11/2023,,,16.1.1 Decide which countries to cover,"0,29",1099,"0,08",1/8/2023,31/12/2023,152,104,0.68,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Earned Value (13/11/2023) 16.1.1 Decide which countries to cover,Earned Value,549,13/11/2023,A metà,,16.1.1 Decide which countries to cover,"0,29",1099,"0,08",1/8/2023,31/12/2023,152,104,0.68,0.50,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Actual Cost (13/11/2023) 16.1.1 Decide which countries to cover,Actual Cost,600,13/11/2023,,600,16.1.1 Decide which countries to cover,"0,29",1099,"0,08",1/8/2023,31/12/2023,152,104,0.68,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Planned Value (13/11/2023) 16.1.2 Collect requirements and define use cases,Planned Value,577,13/11/2023,,,16.1.2 Collect requirements and define use cases,"0,29",3297,"0,23",30/10/2023,18/1/2024,80,14,0.18,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Earned Value (13/11/2023) 16.1.2 Collect requirements and define use cases,Earned Value,0,13/11/2023,Da iniziare,,16.1.2 Collect requirements and define use cases,"0,29",3297,"0,23",30/10/2023,18/1/2024,80,14,0.18,0.00,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Actual Cost (13/11/2023) 16.1.2 Collect requirements and define use cases,Actual Cost,400,13/11/2023,,400,16.1.2 Collect requirements and define use cases,"0,29",3297,"0,23",30/10/2023,18/1/2024,80,14,0.18,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Planned Value (13/11/2023) 16.1.3 Develop data model,Planned Value,196,13/11/2023,,,16.1.3 Develop data model,"0,29",4396,"0,31",8/11/2023,28/2/2024,112,5,0.04,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Earned Value (13/11/2023) 16.1.3 Develop data model,Earned Value,0,13/11/2023,Da iniziare,,16.1.3 Develop data model,"0,29",4396,"0,31",8/11/2023,28/2/2024,112,5,0.04,0.00,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Actual Cost (13/11/2023) 16.1.3 Develop data model,Actual Cost,500,13/11/2023,,500,16.1.3 Develop data model,"0,29",4396,"0,31",8/11/2023,28/2/2024,112,5,0.04,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Planned Value (13/11/2023) 16.1.4 Test product 1,Planned Value,2198,13/11/2023,,,16.1.4 Test product 1,"0,29",2198,"0,15",15/9/2023,1/11/2023,47,47,1.00,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Earned Value (13/11/2023) 16.1.4 Test product 1,Earned Value,549,13/11/2023,Appena iniziata,,16.1.4 Test product 1,"0,29",2198,"0,15",15/9/2023,1/11/2023,47,47,1.00,0.25,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Actual Cost (13/11/2023) 16.1.4 Test product 1,Actual Cost,1600,13/11/2023,,1600,16.1.4 Test product 1,"0,29",2198,"0,15",15/9/2023,1/11/2023,47,47,1.00,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Planned Value (13/11/2023) 16.1.5 Deploy product 1,Planned Value,1775,13/11/2023,,,16.1.5 Deploy product 1,"0,29",3297,"0,23",18/9/2023,31/12/2023,104,56,0.54,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Earned Value (13/11/2023) 16.1.5 Deploy product 1,Earned Value,1648,13/11/2023,A metà,,16.1.5 Deploy product 1,"0,29",3297,"0,23",18/9/2023,31/12/2023,104,56,0.54,0.50,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Actual Cost (13/11/2023) 16.1.5 Deploy product 1,Actual Cost,1500,13/11/2023,,1500,16.1.5 Deploy product 1,"0,29",3297,"0,23",18/9/2023,31/12/2023,104,56,0.54,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Planned Value (13/11/2023) 16.2.1 Define digital twin scope and functionalities,Planned Value,9817,13/11/2023,,,16.2.1 Define digital twin scope and functionalities,"0,71",22321,"0,63",21/8/2023,28/2/2024,191,84,0.44,,16.2 Develop Digital Twin,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Earned Value (13/11/2023) 16.2.1 Define digital twin scope and functionalities,Earned Value,5580,13/11/2023,Appena iniziata,,16.2.1 Define digital twin scope and functionalities,"0,71",22321,"0,63",21/8/2023,28/2/2024,191,84,0.44,0.25,16.2 Develop Digital Twin,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Actual Cost (13/11/2023) 16.2.1 Define digital twin scope and functionalities,Actual Cost,5600,13/11/2023,,5600,16.2.1 Define digital twin scope and functionalities,"0,71",22321,"0,63",21/8/2023,28/2/2024,191,84,0.44,,16.2 Develop Digital Twin,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Planned Value (13/11/2023) 16.2.2 Test digital twin,Planned Value,4061,13/11/2023,,,16.2.2 Test digital twin,"0,71",13393,"0,38",21/8/2023,24/5/2024,277,84,0.30,,16.2 Develop Digital Twin,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Earned Value (13/11/2023) 16.2.2 Test digital twin,Earned Value,3348,13/11/2023,Appena iniziata,,16.2.2 Test digital twin,"0,71",13393,"0,38",21/8/2023,24/5/2024,277,84,0.30,0.25,16.2 Develop Digital Twin,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Actual Cost (13/11/2023) 16.2.2 Test digital twin,Actual Cost,4900,13/11/2023,,4900,16.2.2 Test digital twin,"0,71",13393,"0,38",21/8/2023,24/5/2024,277,84,0.30,,16.2 Develop Digital Twin,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Planned Value (20/11/2023) 16.1.1 Decide which countries to cover,Planned Value,802,20/11/2023,,,16.1.1 Decide which countries to cover,"0,29",1099,"0,08",1/8/2023,31/12/2023,152,111,0.73,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Earned Value (20/11/2023) 16.1.1 Decide which countries to cover,Earned Value,549,20/11/2023,A metà,,16.1.1 Decide which countries to cover,"0,29",1099,"0,08",1/8/2023,31/12/2023,152,111,0.73,0.50,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Actual Cost (20/11/2023) 16.1.1 Decide which countries to cover,Actual Cost,750,20/11/2023,,750,16.1.1 Decide which countries to cover,"0,29",1099,"0,08",1/8/2023,31/12/2023,152,111,0.73,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Planned Value (20/11/2023) 16.1.2 Collect requirements and define use cases,Planned Value,865,20/11/2023,,,16.1.2 Collect requirements and define use cases,"0,29",3297,"0,23",30/10/2023,18/1/2024,80,21,0.26,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Earned Value (20/11/2023) 16.1.2 Collect requirements and define use cases,Earned Value,824,20/11/2023,Appena iniziata,,16.1.2 Collect requirements and define use cases,"0,29",3297,"0,23",30/10/2023,18/1/2024,80,21,0.26,0.25,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Actual Cost (20/11/2023) 16.1.2 Collect requirements and define use cases,Actual Cost,824,20/11/2023,,824,16.1.2 Collect requirements and define use cases,"0,29",3297,"0,23",30/10/2023,18/1/2024,80,21,0.26,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Planned Value (20/11/2023) 16.1.3 Develop data model,Planned Value,471,20/11/2023,,,16.1.3 Develop data model,"0,29",4396,"0,31",8/11/2023,28/2/2024,112,12,0.11,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Earned Value (20/11/2023) 16.1.3 Develop data model,Earned Value,0,20/11/2023,Da iniziare,,16.1.3 Develop data model,"0,29",4396,"0,31",8/11/2023,28/2/2024,112,12,0.11,0.00,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Actual Cost (20/11/2023) 16.1.3 Develop data model,Actual Cost,500,20/11/2023,,500,16.1.3 Develop data model,"0,29",4396,"0,31",8/11/2023,28/2/2024,112,12,0.11,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Planned Value (20/11/2023) 16.1.4 Test product 1,Planned Value,2198,20/11/2023,,,16.1.4 Test product 1,"0,29",2198,"0,15",15/9/2023,1/11/2023,47,47,1.00,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Earned Value (20/11/2023) 16.1.4 Test product 1,Earned Value,1099,20/11/2023,A metà,,16.1.4 Test product 1,"0,29",2198,"0,15",15/9/2023,1/11/2023,47,47,1.00,0.50,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Actual Cost (20/11/2023) 16.1.4 Test product 1,Actual Cost,1700,20/11/2023,,1700,16.1.4 Test product 1,"0,29",2198,"0,15",15/9/2023,1/11/2023,47,47,1.00,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Planned Value (20/11/2023) 16.1.5 Deploy product 1,Planned Value,1997,20/11/2023,,,16.1.5 Deploy product 1,"0,29",3297,"0,23",18/9/2023,31/12/2023,104,63,0.61,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Earned Value (20/11/2023) 16.1.5 Deploy product 1,Earned Value,1648,20/11/2023,A metà,,16.1.5 Deploy product 1,"0,29",3297,"0,23",18/9/2023,31/12/2023,104,63,0.61,0.50,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Actual Cost (20/11/2023) 16.1.5 Deploy product 1,Actual Cost,1760,20/11/2023,,1760,16.1.5 Deploy product 1,"0,29",3297,"0,23",18/9/2023,31/12/2023,104,63,0.61,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Planned Value (20/11/2023) 16.2.1 Define digital twin scope and functionalities,Planned Value,10635,20/11/2023,,,16.2.1 Define digital twin scope and functionalities,"0,71",22321,"0,63",21/8/2023,28/2/2024,191,91,0.48,,16.2 Develop Digital Twin,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Earned Value (20/11/2023) 16.2.1 Define digital twin scope and functionalities,Earned Value,11161,20/11/2023,A metà,,16.2.1 Define digital twin scope and functionalities,"0,71",22321,"0,63",21/8/2023,28/2/2024,191,91,0.48,0.50,16.2 Develop Digital Twin,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Actual Cost (20/11/2023) 16.2.1 Define digital twin scope and functionalities,Actual Cost,10000,20/11/2023,,10000,16.2.1 Define digital twin scope and functionalities,"0,71",22321,"0,63",21/8/2023,28/2/2024,191,91,0.48,,16.2 Develop Digital Twin,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Planned Value (20/11/2023) 16.2.2 Test digital twin,Planned Value,4400,20/11/2023,,,16.2.2 Test digital twin,"0,71",13393,"0,38",21/8/2023,24/5/2024,277,91,0.33,,16.2 Develop Digital Twin,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Earned Value (20/11/2023) 16.2.2 Test digital twin,Earned Value,3348,20/11/2023,Appena iniziata,,16.2.2 Test digital twin,"0,71",13393,"0,38",21/8/2023,24/5/2024,277,91,0.33,0.25,16.2 Develop Digital Twin,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Actual Cost (20/11/2023) 16.2.2 Test digital twin,Actual Cost,4900,20/11/2023,,4900,16.2.2 Test digital twin,"0,71",13393,"0,38",21/8/2023,24/5/2024,277,91,0.33,,16.2 Develop Digital Twin,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Planned Value (27/11/2023) 16.1.1 Decide which countries to cover,Planned Value,853,27/11/2023,,,16.1.1 Decide which countries to cover,"0,29",1099,"0,08",1/8/2023,31/12/2023,152,118,0.78,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Earned Value (27/11/2023) 16.1.1 Decide which countries to cover,Earned Value,824,27/11/2023,Quasi finita,,16.1.1 Decide which countries to cover,"0,29",1099,"0,08",1/8/2023,31/12/2023,152,118,0.78,0.75,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Actual Cost (27/11/2023) 16.1.1 Decide which countries to cover,Actual Cost,824,27/11/2023,,824,16.1.1 Decide which countries to cover,"0,29",1099,"0,08",1/8/2023,31/12/2023,152,118,0.78,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Planned Value (27/11/2023) 16.1.2 Collect requirements and define use cases,Planned Value,1154,27/11/2023,,,16.1.2 Collect requirements and define use cases,"0,29",3297,"0,23",30/10/2023,18/1/2024,80,28,0.35,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Earned Value (27/11/2023) 16.1.2 Collect requirements and define use cases,Earned Value,1648,27/11/2023,A metà,,16.1.2 Collect requirements and define use cases,"0,29",3297,"0,23",30/10/2023,18/1/2024,80,28,0.35,0.50,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Actual Cost (27/11/2023) 16.1.2 Collect requirements and define use cases,Actual Cost,2300,27/11/2023,,2300,16.1.2 Collect requirements and define use cases,"0,29",3297,"0,23",30/10/2023,18/1/2024,80,28,0.35,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Planned Value (27/11/2023) 16.1.3 Develop data model,Planned Value,746,27/11/2023,,,16.1.3 Develop data model,"0,29",4396,"0,31",8/11/2023,28/2/2024,112,19,0.17,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Earned Value (27/11/2023) 16.1.3 Develop data model,Earned Value,1099,27/11/2023,Appena iniziata,,16.1.3 Develop data model,"0,29",4396,"0,31",8/11/2023,28/2/2024,112,19,0.17,0.25,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Actual Cost (27/11/2023) 16.1.3 Develop data model,Actual Cost,670,27/11/2023,,670,16.1.3 Develop data model,"0,29",4396,"0,31",8/11/2023,28/2/2024,112,19,0.17,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Planned Value (27/11/2023) 16.1.4 Test product 1,Planned Value,2198,27/11/2023,,,16.1.4 Test product 1,"0,29",2198,"0,15",15/9/2023,1/11/2023,47,47,1.00,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Earned Value (27/11/2023) 16.1.4 Test product 1,Earned Value,2198,27/11/2023,Finita,,16.1.4 Test product 1,"0,29",2198,"0,15",15/9/2023,1/11/2023,47,47,1.00,1.00,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Actual Cost (27/11/2023) 16.1.4 Test product 1,Actual Cost,2200,27/11/2023,,2200,16.1.4 Test product 1,"0,29",2198,"0,15",15/9/2023,1/11/2023,47,47,1.00,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Planned Value (27/11/2023) 16.1.5 Deploy product 1,Planned Value,2219,27/11/2023,,,16.1.5 Deploy product 1,"0,29",3297,"0,23",18/9/2023,31/12/2023,104,70,0.67,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Earned Value (27/11/2023) 16.1.5 Deploy product 1,Earned Value,2473,27/11/2023,Quasi finita,,16.1.5 Deploy product 1,"0,29",3297,"0,23",18/9/2023,31/12/2023,104,70,0.67,0.75,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Actual Cost (27/11/2023) 16.1.5 Deploy product 1,Actual Cost,2400,27/11/2023,,2400,16.1.5 Deploy product 1,"0,29",3297,"0,23",18/9/2023,31/12/2023,104,70,0.67,,16.1 Develop coastal predictive products for vulnerable European and African coastal zones,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Planned Value (27/11/2023) 16.2.1 Define digital twin scope and functionalities,Planned Value,11453,27/11/2023,,,16.2.1 Define digital twin scope and functionalities,"0,71",22321,"0,63",21/8/2023,28/2/2024,191,98,0.51,,16.2 Develop Digital Twin,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Earned Value (27/11/2023) 16.2.1 Define digital twin scope and functionalities,Earned Value,11161,27/11/2023,A metà,,16.2.1 Define digital twin scope and functionalities,"0,71",22321,"0,63",21/8/2023,28/2/2024,191,98,0.51,0.50,16.2 Develop Digital Twin,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Actual Cost (27/11/2023) 16.2.1 Define digital twin scope and functionalities,Actual Cost,12000,27/11/2023,,12000,16.2.1 Define digital twin scope and functionalities,"0,71",22321,"0,63",21/8/2023,28/2/2024,191,98,0.51,,16.2 Develop Digital Twin,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Planned Value (27/11/2023) 16.2.2 Test digital twin,Planned Value,4738,27/11/2023,,,16.2.2 Test digital twin,"0,71",13393,"0,38",21/8/2023,24/5/2024,277,98,0.35,,16.2 Develop Digital Twin,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Earned Value (27/11/2023) 16.2.2 Test digital twin,Earned Value,6696,27/11/2023,A metà,,16.2.2 Test digital twin,"0,71",13393,"0,38",21/8/2023,24/5/2024,277,98,0.35,0.50,16.2 Develop Digital Twin,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
Actual Cost (27/11/2023) 16.2.2 Test digital twin,Actual Cost,6500,27/11/2023,,6500,16.2.2 Test digital twin,"0,71",13393,"0,38",21/8/2023,24/5/2024,277,98,0.35,,16.2 Develop Digital Twin,5 CoastPredict,16. AI ensemble engine for coastal hazard predictions
